routenum,ord,stationid,arsid,arsid2
9711,10,중산마을입구.쌍용아파트.실로암,36120,036120
9711,11,산들대림아파트.롯데마트,36099,036099
9711,12,신일중학교,36132,036132
9711,13,일산정보산업고교,36123,036123
9711,14,일산경찰서(중),36698,036698
9711,15,일산동구청(중),36695,036695
9711,16,마두역(중),36686,036686
9711,17,백석역(중),36683,036683
9711,18,고양경찰서,35636,035636
9711,19,행신초등학교(중),35637,035637
9711,20,행신동삼거리,35634,035634
9711,21,소만마을,35007,035007
9711,22,서정마을(중),35632,035632
9711,23,항공대입구(중),35623,035623
9711,24,DMC첨단산업센터,14112,014112
9711,25,상암고등학교,14291,014291
9711,26,월드컵파크5단지,14289,014289
9711,27,상암DMC홍보관,14287,014287
9711,28,상암초등학교,14166,014166
9711,29,상암휴먼시아아파트,14165,014165
9711,30,월드컵경기장서측,14106,014106
9711,31,마포농수산물시장.월드컵공원,14103,014103
9711,32,신사역,22015,022015
9711,33,논현역,22013,022013
9711,34,신논현역.구교보타워사거리,22172,022172
9711,35,강남역,22173,022173
9711,36,강남역티월드,22654,022654
9711,37,우성아파트,22007,022007
9711,38,뱅뱅사거리,22005,022005
9711,39,양재역,22003,022003
9711,40,교육개발원입구,22001,022001
9711,41,시민의숲.양재꽃시장,22296,022296
9711,42,시민의숲.양재꽃시장,22297,022297
9711,43,교육개발원입구,22002,022002
9711,44,양재역,22004,022004
9711,45,뱅뱅사거리,22006,022006
9711,46,우성아파트,22008,022008
9711,47,강남역,22010,022010
9711,48,신논현역,23641,023641
9711,49,신논현역.구교보타워사거리,23286,023286
9711,50,논현역,22014,022014
9711,51,신사역,22016,022016
9711,52,한남대교전망카페(가상),3810,03810
9711,53,월드메르디앙아파트(가상),14470,014470
9711,54,월드컵경기장남측.월드컵공원,14104,014104
9711,55,월드컵경기장서측,14105,014105
9711,56,월드컵경기장북측,14274,014274
9711,57,상암휴먼시아아파트,14164,014164
9711,58,상암초등학교,14167,014167
9711,59,상암DMC홍보관,14286,014286
9711,60,누리꿈스퀘어,14307,014307
9711,61,월드컵파크5단지상암중고등학교입구,14288,014288
9711,62,DMC첨단산업센터,14111,014111
9711,63,항공대입구(중),35622,035622
9711,64,서정마을(중),35627,035627
9711,65,소만마을,35008,035008
9711,66,행신동(중),35633,035633
9711,67,행신초등학교(중),35626,035626
9711,68,고양경찰서(중),35635,035635
9711,69,백석역(중),36682,036682
9711,70,마두역(중),36685,036685
9711,71,일산동구청(중),36694,036694
9711,72,일산경찰서(중),36697,036697
9711,73,일산정보산업고교,36138,036138
9711,74,신일중학교.밤가시마을,36133,036133
9711,75,산들마을.대림아파트.롯데마트,36096,036096
9711,76,쌍용아파트.중산마을입구,36121,036121
9711,77,중산마을10단지.동신아파트,36122,036122
9711,78,한성아파트.중산마을8.9단지,36663,036663
9711,79,중산마을2단지.해태쇼핑.코오롱,36642,036642
9711,80,홀트학교,36048,036048
9711,81,황룡초교,36050,036050
9711,82,탄현큰마을,36024,036024
9711,83,탄현큰마을,36607,036607
9711,84,철산아파트.탄현역앞,36303,036303
9711,85,일산기점,36346,036346
9714,1,교하차고지,63736,063736
9714,2,청석마을,63655,063655
9714,3,트리플메디컬타운,63657,063657
9714,4,중앙공원,63659,063659
9714,5,책향기마을,63674,063674
9714,6,대화역,36601,036601
9714,7,문촌마을(중),36691,036691
9714,8,주엽역(중),36700,036700
9714,9,강선마을(중),36687,036687
9714,10,일산동구청(중),36695,036695
9714,11,마두역(중),36686,036686
9714,12,알미공원(중),36701,036701
9714,13,고양경찰서,35636,035636
9714,14,행신초등학교(중),35637,035637
9714,15,행신동삼거리,35634,035634
9714,16,소만마을,35007,035007
9714,17,서정마을(중),35632,035632
9714,18,디지털미디어시티역,12007,012007
9714,19,연세대앞,13012,013012
9714,20,광화문광화문빌딩,1129,01129
9714,21,삼성프라자,2233,02233
9714,22,서울역.YTN,2117,02117
9714,23,서대문경찰서,2113,02113
9714,24,연세대앞,13013,013013
9714,25,디지털미디어시티역,12008,012008
9714,26,서정마을(중),35627,035627
9714,27,소만마을,35008,035008
9714,28,행신동(중),35633,035633
9714,29,행신초등학교(중),35626,035626
9714,30,고양경찰서(중),35635,035635
9714,31,백석역(중),36682,036682
9714,32,마두역(중),36685,036685
9714,33,일산동구청(중),36694,036694
9714,34,강선마을(중),36688,036688
9714,35,주엽역(중),36699,036699
9714,36,문촌마을(중),36690,036690
9714,37,대화역,36281,036281
9714,38,책향기마을,63675,063675
9714,39,중앙공원,63660,063660
9714,40,우리은행앞,63658,063658
9714,41,청석마을8단지,63656,063656
9714,42,교하차고지,63737,063737
9714공차회송,1,교하차고지,63736,063736
9714공차회송,2,청석마을,63655,063655
9714공차회송,3,트리플메디컬타운,63657,063657
9714공차회송,4,중앙공원,63659,063659
9714공차회송,5,책향기마을,63674,063674
9714공차회송,6,대화역,36601,036601
9714공차회송,7,문촌마을(중),36691,036691
9714공차회송,8,주엽역(중),36700,036700
9714공차회송,9,강선마을(중),36687,036687
9714공차회송,10,일산동구청(중),36695,036695
9714공차회송,11,마두역(중),36686,036686
9714공차회송,12,알미공원(중),36701,036701
9714공차회송,13,고양경찰서,35636,035636
9714공차회송,14,행신초등학교(중),35637,035637
9714공차회송,15,행신동삼거리,35634,035634
9714공차회송,16,서정마을(중),35632,035632
9714공차회송,17,디지털미디어시티역,12007,012007
9714공차회송,18,연세대앞,13012,013012
9714공차회송,19,광화문광화문빌딩,1129,01129
9714공차회송,20,삼성프라자,2233,02233
9714공차회송,21,서울역.YTN,2117,02117
9714공차회송,22,서대문경찰서,2113,02113
9714공차회송,23,교하차고지,63737,063737
N10,1,우이동도선사입구,9102,09102
N10,2,우이동성원아파트,9103,09103
N10,3,진성빌라사거리,9105,09105
N10,4,서라벌중학교.우이동대우아파트,9106,09106
N10,5,덕성여대솔밭근린공원,9107,09107
N10,6,국립419묘지입구,9108,09108
N10,7,인수동장미원,9120,09120
N10,8,가오리수유종합사회복지관,9122,09122
N10,9,우이초등학교,9134,09134
N10,10,화계사입구,9156,09156
N10,11,빨래골입구,9158,09158
N10,12,롯데마트삼양점.래미안1차아파트,9160,09160
N10,13,삼양초등학교,9162,09162
N10,14,강북청소년문화정보센터입구,9164,09164
N10,15,삼양동사거리,9166,09166
N10,16,송천초등학교.미아뉴타운입구,9168,09168
N10,17,미아초교,8171,08171
N10,18,길음동동부아파트,8173,08173
N10,19,길음뉴타운,8003,08003
N10,20,미아리고개(아리랑아트홀),8005,08005
N10,21,돈암사거리.성신여대입구,8007,08007
N10,22,삼선동주민센터,8175,08175
N10,23,성북구청.성북경찰서,8177,08177
N10,24,보문역,8179,08179
N10,25,브라운호텔,8181,08181
N10,26,보문동주민센터,8183,08183
N10,27,신설동로타리,1243,01243
N10,28,동묘앞,1044,01044
N10,29,동대문(흥인지문),1037,01037
N10,30,종로6가,1208,01208
N10,31,종로5가,1197,01197
N10,32,종로4가.종묘,1195,01195
N10,33,종로3가,1194,01194
N10,34,종로2가,1193,01193
N10,35,을지로입구역.광교,2246,02246
N10,36,롯데백화점,2140,02140
N10,37,북창동.남대문시장,2127,02127
N10,38,서울역.YTN,2008,02008
N10,39,서울역버스환승센터,2005,02005
N10,40,숭례문,2122,02122
N10,41,남대문시장.신한은행,2219,02219
N10,42,롯데영프라자,2142,02142
N10,43,우리은행종로지점,2139,02139
N10,44,종로2가,1187,01187
N10,45,종로3가,1183,01183
N10,46,종로4가.종묘,1181,01181
N10,47,종로5가.광장시장,1178,01178
N10,48,종로6가.종로신진시장,1216,01216
N10,49,동대문,1233,01233
N10,50,동묘앞,1041,01041
N10,51,보문동주민센터,8184,08184
N10,52,브라운호텔,8182,08182
N10,53,보문역,8180,08180
N10,54,성북구청.성북경찰서,8178,08178
N10,55,삼선동주민센터,8176,08176
N10,56,돈암사거리.성신여대입구,8008,08008
N10,57,미아리고개(아리랑아트홀),8006,08006
N10,58,돈암동삼성아파트입구,8123,08123
N10,59,길음동동부아파트,8174,08174
N10,60,미아초교,8172,08172
N10,61,송천초등학교.미아뉴타운입구,9169,09169
N10,62,삼양동사거리,9167,09167
N10,63,강북청소년문화정보센터입구,9165,09165
N10,64,삼양초등학교,9163,09163
N10,65,롯데마트삼양점.래미안1차아파트,9161,09161
N10,66,빨래골입구,9159,09159
N10,67,화계사입구,9157,09157
N10,68,우이초등학교,9135,09135
N10,69,가오리수유종합사회복지관,9123,09123
N10,70,인수동장미원,9121,09121
N10,71,국립419묘지입구,9109,09109
N10,72,덕성여대입구,10221,010221
N10,73,서라벌중학교.우이동대우아파트,10219,010219
N10,74,북서울교회,10218,010218
N10,75,동아운수앞,10325,010325
N10,76,우이동성원아파트,9104,09104
N10,77,우이동도선사입구,9297,09297
N13,1,7단지영업소(가상),11856,011856
N13,2,상계초등학교,11208,011208
N13,3,노원역9번출구,11210,011210
N13,4,상계주공3단지,11244,011244
N13,5,상계주공2단지,11245,011245
N13,6,상계주공1단지,11246,011246
N13,7,중계역,11366,011366
N13,8,노원구민회관,11367,011367
N13,9,하계역,11447,011447
N13,10,하계장미아파트,11448,011448
N13,11,서울과학기술대입구,11160,011160
N13,12,공릉역4번출구,11162,011162
N13,13,공릉시장,11102,011102
N13,14,태릉입구역3번출구,11104,011104
N13,15,태릉입구역,11105,011105
N13,16,한진한화그랑빌아파트,11312,011312
N13,17,석계역2번출구,11284,011284
N13,18,석계역1번출구,11283,011283
N13,19,석관동주민센터,8145,08145
N13,20,장위동동원베네스트.온누리병원,8143,08143
N13,21,돌곶이역,8209,08209
N13,22,석관시장,8211,08211
N13,23,석관동새마을금고,8213,08213
N13,24,한국예술종합학교,8215,08215
N13,25,의릉입구,6130,06130
N13,26,이문동우체국,6128,06128
N13,27,외대앞,6126,06126
N13,28,경희중고,6124,06124
N13,29,회기시장,6122,06122
N13,30,회기동현대아파트,6320,06320
N13,31,떡전교사거리.동대문노인복지관,6014,06014
N13,32,청량리미주아파트.동대문세무서,6021,06021
N13,33,청량리역환승센타,6015,06015
N13,34,청량리.청과물도매시장,6022,06022
N13,35,제기동역.서울약령시,6024,06024
N13,36,용두동사거리.한국의류시험연구원,6026,06026
N13,37,신설동역,6028,06028
N13,38,동묘앞,1044,01044
N13,39,동대문(흥인지문),1037,01037
N13,40,종로중부새마을금고,1288,01288
N13,41,동대문역사문화공원,2173,02173
N13,42,광희동,2170,02170
N13,43,장충동동국대입구,2204,02204
N13,44,장충체육관앞,2202,02202
N13,45,약수역,2195,02195
N13,46,송도병원앞,2198,02198
N13,47,버티고개,2236,02236
N13,48,장충단길입구,3158,03158
N13,49,서울시중부기술교육원.블루스퀘어,3161,03161
N13,50,순천향대학병원,3165,03165
N13,51,신사역,22015,022015
N13,52,논현역,22013,022013
N13,53,신논현역.구교보타워사거리,22011,022011
N13,54,강남역.역삼세무서,23287,023287
N13,55,역삼역.포스코P&S타워,23288,023288
N13,56,한서병원,23305,023305
N13,57,한국자산신탁.르네상스호텔,23306,023306
N13,58,선릉역,23259,023259
N13,59,포스코빌딩,23260,023260
N13,60,무역센터.삼성역,23251,023251
N13,61,강남경찰서.강남운전면허시험장,23473,023473
N13,62,잠실종합운동장,24154,024154
N13,63,종합운동장사거리,24157,024157
N13,64,신천역4번출구,24158,024158
N13,65,잠실트리지움아파트앞,24145,024145
N13,66,잠실역.롯데월드,24146,024146
N13,67,석촌호수.한솔병원,24004,024004
N13,68,석촌역,24006,024006
N13,69,송파역,24008,024008
N13,70,가락시장가락시장역,24010,024010
N13,71,문정로데오거리입구,24012,024012
N13,72,건영아파트,24014,024014
N13,73,장지역.가든파이브,24016,024016
N13,74,송파공영차고지(가상),24731,024731
N13,75,송파공영차고지(가상),24696,024696
N13,76,복정역1번출구,24305,024305
N13,77,장지역.가든파이브,24015,024015
N13,78,건영아파트,24013,024013
N13,79,문정로데오거리입구,24011,024011
N13,80,가락시장가락시장역,24009,024009
N13,81,송파역,24007,024007
N13,82,석촌역,24005,024005
N13,83,석촌호수.한솔병원,24003,024003
N13,84,잠실역.롯데월드,24138,024138
N13,85,잠실5단지,24139,024139
N13,86,잠실2동주민센터 신천역8번출구앞,24141,024141
N13,87,잠실엘스아파트앞,24142,024142
N13,88,종합운동장사거리,24143,024143
N13,89,잠실종합운동장,24144,024144
N13,90,강남경찰서면허시험장,23196,023196
N13,91,한국무역센터.삼성역,23201,023201
N13,92,포스코건너편,23217,023217
N13,93,선릉역,23218,023218
N13,94,서울상록회관한국기술센터,23277,023277
N13,95,아가방빌딩.하나은행,23280,023280
N13,96,역삼역,23283,023283
N13,97,강남역12번출구,23284,023284
N13,98,신논현역.구교보타워사거리,22012,022012
N13,99,논현역,22014,022014
N13,100,신사역,22016,022016
N13,101,한남5거리,3166,03166
N13,102,순천향대학병원,3162,03162
N13,103,서울중부기술교육원.블루스퀘어,3160,03160
N13,104,버티고개,2237,02237
N13,105,송도병원앞,2197,02197
N13,106,약수역,2196,02196
N13,107,장충체육관앞,2201,02201
N13,108,장충동동국대입구,2203,02203
N13,109,광희동,2171,02171
N13,110,동대문역사문화공원,2174,02174
N13,111,동대문,1233,01233
N13,112,동묘앞,1041,01041
N13,113,신설동역,6027,06027
N13,114,용두동사거리.한국항공전문학교,6025,06025
N13,115,제기동역.서울약령시,6023,06023
N13,116,청량리.청과물도매시장,6426,06426
N13,117,청량리역환승센터,6019,06019
N13,118,서울성심병원,6114,06114
N13,119,우산빌딩앞,6321,06321
N13,120,회기시장,6123,06123
N13,121,경희중고,6125,06125
N13,122,외대앞,6127,06127
N13,123,이문동교회,6129,06129
N13,124,의릉입구,6131,06131
N13,125,한국예술종합학교,8216,08216
N13,126,석관동새마을금고,8214,08214
N13,127,석관시장,8212,08212
N13,128,돌곶이역,8141,08141
N13,129,석관동주민센터,8144,08144
N13,130,석계역,8147,08147
N13,131,태릉입구역4번출구,11103,011103
N13,132,공릉시장,11101,011101
N13,133,공릉역1번출구,11161,011161
N13,134,서울과학기술대입구,11159,011159
N13,135,하계미성아파트,11417,011417
N13,136,하계역,11416,011416
N13,137,서울시립북서울미술관,11374,011374
N13,138,중계역,11373,011373
N13,139,백병원,11257,011257
N13,140,상계주공4단지,11256,011256
N13,141,상계주공6단지,11255,011255
N13,142,도봉면허시험장,11185,011185
N13,143,상계주공7단지,11183,011183
N13,144,상계주공7단지,11188,011188
N13,145,7단지영업소(가상),11855,011855
N16,1,도봉산역광역환승센터,10340,010340
N16,2,도봉산역,10001,010001
N16,3,도봉한신아파트,10003,010003
N16,4,서울북부지방법원.검찰청.도봉역성황당,10005,010005
N16,5,신도봉사거리,10007,010007
N16,6,신도봉시장.도봉구청입구,10019,010019
N16,7,도봉소방서,10009,010009
N16,8,도봉보건소,10011,010011
N16,9,도봉구민회관,10013,010013
N16,10,쌍문역,10015,010015
N16,11,우이1교앞,10017,010017
N16,12,수유3동우체국,9001,09001
N16,13,강북구청입구,9013,09013
N16,14,수유역,9003,09003
N16,15,수유시장.성신여대미아캠퍼스앞,9005,09005
N16,16,미아역.신일중고,9007,09007
N16,17,도봉세무서.성북시장,9009,09009
N16,18,미아삼거리역,9011,09011
N16,19,월곡뉴타운,8001,08001
N16,20,길음뉴타운,8003,08003
N16,21,미아리고개(아리랑아트홀),8005,08005
N16,22,돈암사거리.성신여대입구,8007,08007
N16,23,삼선교.한성대학교,8009,08009
N16,24,혜화역.서울연극센터(장면총리가옥),1228,01228
N16,25,혜화역.서울대병원입구,1221,01221
N16,26,통신대(이화장),1222,01222
N16,27,이화동(이화장),1225,01225
N16,28,충신동,1215,01215
N16,29,동대문,1214,01214
N16,30,동대문역사문화공원,2173,02173
N16,31,광희동,2170,02170
N16,32,퇴계로6가,2206,02206
N16,33,퇴계로5가,2208,02208
N16,34,대한극장앞,2154,02154
N16,35,퇴계로3가.한옥마을.한국의집,2151,02151
N16,36,퇴계로2가.명동역,2150,02150
N16,37,남대문시장.회현역,2145,02145
N16,38,숭례문,2122,02122
N16,39,시청앞,2128,02128
N16,40,시청앞.신한은행본점,2131,02131
N16,41,염천교,2116,02116
N16,42,서울역서부,2106,02106
N16,43,경기여상입구,2103,02103
N16,44,손기정체육공원입구,2102,02102
N16,45,만리동고개,2101,02101
N16,46,한겨레신문사,14145,014145
N16,47,신덕성결교회,14144,014144
N16,48,공덕역.공덕시장,14141,014141
N16,49,마포역,14002,014002
N16,50,여의도환승센터,19008,019008
N16,51,여의도공원,19152,019152
N16,52,영등포역,19006,019006
N16,53,영등포등기소.구로세무서,19004,019004
N16,54,문래동남성아파트,19002,019002
N16,55,신도림역,17001,017001
N16,56,신도림동.구로역,17003,017003
N16,57,구일역.중앙유통상가.롯데마트,17005,017005
N16,58,동양미래대학.구로성심병원,17007,017007
N16,59,개봉역.영화아파트,17009,017009
N16,60,경인중학교.개봉사거리,17011,017011
N16,61,오류1동주민센터,17170,017170
N16,62,오류동역,17172,017172
N16,63,신오류주유소,17174,017174
N16,64,연세중앙교회,17248,017248
N16,65,궁동입구,17180,017180
N16,66,우신고등학교,17182,017182
N16,67,온수역,17184,017184
N16,68,온수동종점,17290,017290
N16,69,온수역,17185,017185
N16,70,우신고등학교,17183,017183
N16,71,궁동입구,17181,017181
N16,72,연세중앙교회,17179,017179
N16,73,씨티월드,17173,017173
N16,74,오류동역,17171,017171
N16,75,덕산병원,17169,017169
N16,76,경인중학교.개봉사거리,17012,017012
N16,77,개봉역.한마을아파트,17010,017010
N16,78,동양미래대학.구로성심병원,17008,017008
N16,79,구일역.제일제당.롯데마트,17006,017006
N16,80,신도림동.구로역,17004,017004
N16,81,신도림역,17002,017002
N16,82,문래동남성아파트,19001,019001
N16,83,영등포등기소.구로세무서,19003,019003
N16,84,영등포역,19005,019005
N16,85,전경련회관,19161,019161
N16,86,여의도환승센터,19007,019007
N16,87,LG트윈타워,19284,019284
N16,88,마포역,14001,014001
N16,89,공덕시장,14142,014142
N16,90,신덕성결교회,14143,014143
N16,91,한겨레신문사,14146,014146
N16,92,만리동고개,3227,03227
N16,93,손기정체육공원,3228,03228
N16,94,서울역서부,2105,02105
N16,95,서울역버스환승센터,2005,02005
N16,96,남대문시장.회현역,2146,02146
N16,97,명동입구,2149,02149
N16,98,퇴계로3가.한옥마을.한국의집,2152,02152
N16,99,대한극장앞,2153,02153
N16,100,퇴계로5가,2207,02207
N16,101,퇴계로6가,2205,02205
N16,102,광희동,2171,02171
N16,103,동대문역사문화공원,2174,02174
N16,104,충신동,1217,01217
N16,105,이화동(이화장),1277,01277
N16,106,통신대(이화장),1219,01219
N16,107,혜화역.마로니에공원,1220,01220
N16,108,혜화역.동성중고(장면총리가옥),1229,01229
N16,109,삼선교.한성대학교,8010,08010
N16,110,돈암사거리.성신여대입구,8008,08008
N16,111,미아리고개(아리랑아트홀),8006,08006
N16,112,길음뉴타운,8004,08004
N16,113,월곡뉴타운,8002,08002
N16,114,미아삼거리역,9012,09012
N16,115,도봉세무서.성북시장,9010,09010
N16,116,미아역.신일중고,9008,09008
N16,117,수유시장.성신여대미아캠퍼스앞,9006,09006
N16,118,수유역.강북구청,9004,09004
N16,119,수유3동우체국,9002,09002
N16,120,우이1교앞,10018,010018
N16,121,쌍문역,10016,010016
N16,122,도봉구민회관,10014,010014
N16,123,도봉보건소,10012,010012
N16,124,도봉소방서,10010,010010
N16,125,신도봉시장.도봉구청입구,10020,010020
N16,126,신도봉사거리,10008,010008
N16,127,서울북부지방법원.검찰청.도봉역성황당,10006,010006
N16,128,도봉한신아파트,10004,010004
N16,129,도봉산역,10002,010002
N26,1,개화역광역환승센터,16435,016435
N26,2,개화검문소,16170,016170
N26,3,개화산역,16287,016287
N26,4,방화사거리,16285,016285
N26,5,국민은행방화동지점,16127,016127
N26,6,방화2동우촌연립,16125,016125
N26,7,방화2동청성아파트앞,16123,016123
N26,8,기업은행공항동지점,16121,016121
N26,9,공항시장,16119,016119
N26,10,송정역,16014,016014
N26,11,KT공항지사,16016,016016
N26,12,마곡역,16422,016422
N26,13,발산역,16112,016112
N26,14,한국가스기술공사,16012,016012
N26,15,KBS스포츠월드,16010,016010
N26,16,강서구청사거리,16008,016008
N26,17,등촌중학교 백석초등학교,16006,016006
N26,18,등촌역.강서보건소,16004,016004
N26,19,염창역.서울도시가스,16002,016002
N26,20,안양천입구,19217,019217
N26,21,양평동한솔아파트,19218,019218
N26,22,양평한신아파트.선유도공원입구,19214,019214
N26,23,합정역,14011,014011
N26,24,서교동예식장타운,14013,014013
N26,25,홍대입구역,14015,014015
N26,26,동교동삼거리,13018,013018
N26,27,신촌오거리.현대백화점,13020,013020
N26,28,신촌오거리.2호선신촌역,13022,013022
N26,29,이대역,13024,013024
N26,30,웨딩타운,14214,014214
N26,31,굴레방다리.아현역,14215,014215
N26,32,충정로역5호선,13238,013238
N26,33,서울역사박물관(경교장),1122,01122
N26,34,광화문,1121,01121
N26,35,종로1가,1189,01189
N26,36,종로2가,1187,01187
N26,37,종로3가,1183,01183
N26,38,종로4가.종묘,1181,01181
N26,39,종로5가.광장시장,1178,01178
N26,40,종로6가.종로신진시장,1216,01216
N26,41,동대문,1233,01233
N26,42,동묘앞,1041,01041
N26,43,신설동역,6027,06027
N26,44,용두동사거리.한국항공전문학교,6025,06025
N26,45,제기동역.서울약령시,6023,06023
N26,46,청량리.청과물도매시장,6426,06426
N26,47,청량리역환승센타,6016,06016
N26,48,서울성심병원,6114,06114
N26,49,휘경동입구,6117,06117
N26,50,삼육서울병원,6012,06012
N26,51,중랑교,6010,06010
N26,52,중랑역.동부시장,7006,07006
N26,53,상봉역.중랑우체국,7004,07004
N26,54,망우역.상봉터미널,7002,07002
N26,55,망우역.망우지구대,7008,07008
N26,56,우림시장.망우사거리,7010,07010
N26,57,능산지하차도,7306,07306
N26,58,신내새한아파트앞,7305,07305
N26,59,신내교회.신내데시앙아파트,7302,07302
N26,60,중랑공영차고지,7337,07337
N26,61,중랑공영차고지(가상),7740,07740
N26,62,중랑공영차고지,7418,07418
N26,63,중랑공영차고지,7338,07338
N26,64,신내교회.신내데시앙아파트,7303,07303
N26,65,신내초등학교,7304,07304
N26,66,능산지하차도,7307,07307
N26,67,우림시장.망우사거리,7009,07009
N26,68,망우역.망우지구대,7007,07007
N26,69,망우역.상봉터미널,7001,07001
N26,70,상봉역.중랑우체국,7003,07003
N26,71,중랑역.동부시장,7005,07005
N26,72,중랑교,6009,06009
N26,73,삼육서울병원,6011,06011
N26,74,시조사삼거리,6013,06013
N26,75,떡전교사거리.동대문노인복지관,6014,06014
N26,76,청량리미주아파트.동대문세무서,6021,06021
N26,77,청량리역환승센타,6015,06015
N26,78,청량리.청과물도매시장,6022,06022
N26,79,제기동역.서울약령시,6024,06024
N26,80,용두동사거리.한국의류시험연구원,6026,06026
N26,81,신설동역,6028,06028
N26,82,동묘앞,1044,01044
N26,83,동대문(흥인지문),1037,01037
N26,84,종로6가,1208,01208
N26,85,종로5가,1197,01197
N26,86,종로4가.종묘,1195,01195
N26,87,종로3가,1194,01194
N26,88,종로2가,1192,01192
N26,89,종로1가,1191,01191
N26,90,광화문,1125,01125
N26,91,서울역사박물관(경교장),1123,01123
N26,92,미동초등학교,13240,013240
N26,93,충정로역5호선,13239,013239
N26,94,아현역.북아현동가구거리,13138,013138
N26,95,웨딩타운,13139,013139
N26,96,이대역,13025,013025
N26,97,신촌오거리.2호선신촌역,13023,013023
N26,98,신촌오거리.현대백화점,13021,013021
N26,99,동교동삼거리,13019,013019
N26,100,홍대입구역,14016,014016
N26,101,서교동예식장타운,14014,014014
N26,102,합정역.남경호텔,14012,014012
N26,103,양평한신아파트.선유도공원입구,19216,019216
N26,104,영등포아리수정수센터,19215,019215
N26,105,염창역.서울도시가스,16001,016001
N26,106,등촌역.강서보건소,16003,016003
N26,107,등촌중학교 백석초등학교,16005,016005
N26,108,강서구청사거리,16007,016007
N26,109,KBS스포츠월드,16009,016009
N26,110,한국가스기술공사,16011,016011
N26,111,발산역,16013,016013
N26,112,마곡역,16423,016423
N26,113,공항초등학교,16113,016113
N26,114,KT공항지사,16115,016115
N26,115,송정역,16117,016117
N26,116,공항시장,16118,016118
N26,117,공항동국민은행,16120,016120
N26,118,방화2동청성아파트,16436,016436
N26,119,방화2동우촌연립,16433,016433
N26,120,국민은행방화동지점,16126,016126
N26,121,방화사거리,16286,016286
N26,122,개화산역,16288,016288
N26,123,개화파출소,16167,016167
N26,124,개화역광역환승센터,16434,016434
N30,1,강동공영차고지,25101,025101
N30,2,고덕리엔파크1단지,25103,025103
N30,3,해뜨는주유소,25105,025105
N30,4,상일동역,25131,025131
N30,5,고덕종합상가,25133,025133
N30,6,고덕주공2단지,25135,025135
N30,7,고덕평생학습관.온조대왕체육관,25137,025137
N30,8,고덕역,25139,025139
N30,9,배재중고등학교,25141,025141
N30,10,서울장애인종합복지관,25143,025143
N30,11,명일역,25233,025233
N30,12,명일역,25234,025234
N30,13,굽은다리사거리,25236,025236
N30,14,굽은다리역구민회관.강동홈플러스,25348,025348
N30,15,십자성마을,25238,025238
N30,16,천동초교입구사거리,25312,025312
N30,17,길동역,25240,025240
N30,18,예닮요양병원,25242,025242
N30,19,길동사거리,25123,025123
N30,20,강동역(동신중학교),25125,025125
N30,21,천호사거리천호역,25127,025127
N30,22,광나루역,5171,05171
N30,23,새밭교회앞,5256,05256
N30,24,어린이대공원후문아차산역,5006,05006
N30,25,중곡동입구삼거리,5005,05005
N30,26,용마초등학교,5003,05003
N30,27,군자교입구,5001,05001
N30,28,장한평역,6003,06003
N30,29,청년회의소,6002,06002
N30,30,답십리역사거리,6001,06001
N30,31,신답초등학교앞,6005,06005
N30,32,동대문구청,6006,06006
N30,33,서울시동부병원,6007,06007
N30,34,신설동역.서울풍물시장,6008,06008
N30,35,동묘앞,1044,01044
N30,36,동대문(흥인지문),1037,01037
N30,37,종로중부새마을금고,1288,01288
N30,38,동대문역사문화공원,2173,02173
N30,39,을지로6가.국립중앙의료원,2172,02172
N30,40,을지로5가,2165,02165
N30,41,을지로4가,2162,02162
N30,42,을지로3가,2160,02160
N30,43,을지로2가.기업은행본점.서울노동청,2158,02158
N30,44,롯데백화점,2140,02140
N30,45,해운센터.롯데영프라자,2141,02141
N30,46,북창동.남대문시장,2127,02127
N30,47,서울역.YTN,2008,02008
N30,48,서울역버스환승센터,2005,02005
N30,49,숭례문,2122,02122
N30,50,남대문시장.신한은행,2219,02219
N30,51,롯데영프라자,2142,02142
N30,52,을지로입구(외환은행본점),2156,02156
N30,53,을지로2가,2159,02159
N30,54,을지로3가,2161,02161
N30,55,을지로4가,2163,02163
N30,56,을지로5가.중부시장,2166,02166
N30,57,을지로6가.국립중앙의료원,2169,02169
N30,58,동대문역사문화공원,2174,02174
N30,59,동대문,1233,01233
N30,60,숭인동,1262,01262
N30,61,동대문우체국.서울풍물시장,6163,06163
N30,62,용두동,6162,06162
N30,63,용두역,6161,06161
N30,64,동대문구청,6017,06017
N30,65,신답초등학교앞,6004,06004
N30,66,답십리역사거리,4001,04001
N30,67,청년회의소,4002,04002
N30,68,장한평역,4003,04003
N30,69,군자교입구,5002,05002
N30,70,용마초등학교,5004,05004
N30,71,어린이대공원후문아차산역,5007,05007
N30,72,새밭교회,5257,05257
N30,73,광나루역,5170,05170
N30,74,천호사거리,25128,025128
N30,75,강동역,25012,025012
N30,76,길동사거리,25010,025010
N30,77,예닮요양병원,25243,025243
N30,78,길동역,25241,025241
N30,79,천동초교입구사거리,25311,025311
N30,80,십자성마을,25239,025239
N30,81,굽은다리역구민회관.강동홈플러스,25349,025349
N30,82,굽은다리사거리,25237,025237
N30,83,명일역.명일골목시장,25235,025235
N30,84,명일역,25232,025232
N30,85,서울장애인종합복지관,25144,025144
N30,86,배재중고등학교,25142,025142
N30,87,고덕역,25140,025140
N30,88,고덕평생학습관.온조대왕체육관,25138,025138
